Ativo,cod_Ativo_guess,cod_Ativo_guess_norm,Fundo
CGOS14,CGOS14,CGOS14,FIRF GERAES
CGOS18,CGOS18,CGOS18,FIRF GERAES
CGOS14,CGOS14,CGOS14,FIRF GERAES 30
CGOS18,CGOS18,CGOS18,FIRF GERAES 30
CGOS18,CGOS18,CGOS18,HORIZONTE
CGOS14,CGOS14,CGOS14,HORIZONTE
CGOS34,CGOS34,CGOS34,MANACA INFRA FIRF
CGOS16,CGOS16,CGOS16,TOPAZIO INFRA
ENTV12,ENTV12,ENTV12,MANACA INFRA FIRF
EGIEA4,EGIEA4,EGIEA4,AF DEB INCENTIVADAS
EGIEA4,EGIEA4,EGIEA4,BH FIRF INFRA
EGIEA1,EGIEA1,EGIEA1,BH FIRF INFRA
EGIEB2,EGIEB2,EGIEB2,BH FIRF INFRA
EGIEA4,EGIEA4,EGIEA4,BORDEAUX INFRA
EGIEB2,EGIEB2,EGIEB2,MANACA INFRA FIRF
EGIEA4,EGIEA4,EGIEA4,MANACA INFRA FIRF
EGIEB2,EGIEB2,EGIEB2,TOPAZIO INFRA
EGIEA4,EGIEA4,EGIEA4,TOPAZIO INFRA
ENEV32,ENEV32,ENEV32,AF DEB INCENTIVADAS
ENEVB0,ENEVB0,ENEVB0,BH FIRF INFRA
CESE32,CESE32,CESE32,BH FIRF INFRA
ENEV32,ENEV32,ENEV32,BORDEAUX INFRA
ENEV29,ENEV29,ENEV29,MANACA INFRA FIRF
ENEV32,ENEV32,ENEV32,MANACA INFRA FIRF
CESE32,CESE32,CESE32,TOPAZIO INFRA
ENEV18,ENEV18,ENEV18,TOPAZIO INFRA
CTNSA2,CTNSA2,CTNSA2,HORIZONTE
ENGIA5,ENGIA5,ENGIA5,BH FIRF INFRA
ENGIB9,ENGIB9,ENGIB9,BH FIRF INFRA
ENGIC4,ENGIC4,ENGIC4,FIRF GERAES
ENGIC4,ENGIC4,ENGIC4,FIRF GERAES 30
ENGIA6,ENGIA6,ENGIA6,MANACA INFRA FIRF
ENGIB9,ENGIB9,ENGIB9,TOPAZIO INFRA
CEROA3,CEROA3,CEROA3,BH FIRF INFRA
CEROA3,CEROA3,CEROA3,BORDEAUX INFRA
CEROA3,CEROA3,CEROA3,MANACA INFRA FIRF
ESULA6,ESULA6,ESULA6,BH FIRF INFRA
ENMTB3,ENMTB3,ENMTB3,BORDEAUX INFRA
ENAT14,ENAT14,ENAT14,BH FIRF INFRA
ENAT14,ENAT14,ENAT14,BORDEAUX INFRA
ENAT14,ENAT14,ENAT14,MANACA INFRA FIRF
ENAT14,ENAT14,ENAT14,TOPAZIO INFRA
ESAM14,ESAM14,ESAM14,BH FIRF INFRA
ELPLA7,ELPLA7,ELPLA7,BH FIRF INFRA
EKTRC1,EKTRC1,EKTRC1,BH FIRF INFRA
EKTRC1,EKTRC1,EKTRC1,BORDEAUX INFRA
EKTRC1,EKTRC1,EKTRC1,MANACA INFRA FIRF
EKTRC1,EKTRC1,EKTRC1,TOPAZIO INFRA
ERDVC3,ERDVC3,ERDVC3,BH FIRF INFRA
ERDVB4,ERDVB4,ERDVB4,BH FIRF INFRA
ERDVB3,ERDVB3,ERDVB3,BH FIRF INFRA
ERDVC3,ERDVC3,ERDVC3,BORDEAUX INFRA
ERDVA2,ERDVA2,ERDVA2,FIRF GERAES
ERDVB3,ERDVB3,ERDVB3,FIRF GERAES
ERDVA2,ERDVA2,ERDVA2,FIRF GERAES 30
ERDVB3,ERDVB3,ERDVB3,FIRF GERAES 30
ERDVB3,ERDVB3,ERDVB3,HORIZONTE
ERDVA2,ERDVA2,ERDVA2,HORIZONTE
ERDVC3,ERDVC3,ERDVC3,MANACA INFRA FIRF
ERDVC3,ERDVC3,ERDVC3,TOPAZIO INFRA
ECHP11,ECHP11,ECHP11,MANACA INFRA FIRF
DESK17,DESK17,DESK17,AF DEB INCENTIVADAS
DESK17,DESK17,DESK17,BH FIRF INFRA
DESK17,DESK17,DESK17,BORDEAUX INFRA
DESK17,DESK17,DESK17,MANACA INFRA FIRF
DESK17,DESK17,DESK17,TOPAZIO INFRA
EEELB1,EEELB1,EEELB1,BH FIRF INFRA
CSANA0,CSANA0,CSANA0,BORDEAUX INFRA
CSAN24,CSAN24,CSAN24,FIRF GERAES
CSANA0,CSANA0,CSANA0,FIRF GERAES
CSAN24,CSAN24,CSAN24,FIRF GERAES 30
CSANB0,CSANB0,CSANB0,FIRF GERAES 30
CSANA0,CSANA0,CSANA0,FIRF GERAES 30
CSAN23,CSAN23,CSAN23,HORIZONTE
CSAN24,CSAN24,CSAN24,HORIZONTE
CPLD37,CPLD37,CPLD37,BH FIRF INFRA
CPLD29,CPLD29,CPLD29,BH FIRF INFRA
CPLD37,CPLD37,CPLD37,BORDEAUX INFRA
CPLD37,CPLD37,CPLD37,MANACA INFRA FIRF
CPLD37,CPLD37,CPLD37,TOPAZIO INFRA
CRTA12,CRTA12,CRTA12,BH FIRF INFRA
CRTA12,CRTA12,CRTA12,BORDEAUX INFRA
CRTA12,CRTA12,CRTA12,MANACA INFRA FIRF
CRTA12,CRTA12,CRTA12,TOPAZIO INFRA
CBAN12,CBAN12,CBAN12,BH FIRF INFRA
CBAN32,CBAN32,CBAN32,BH FIRF INFRA
CBAN72,CBAN72,CBAN72,BH FIRF INFRA
CBAN52,CBAN52,CBAN52,BH FIRF INFRA
CBAN52,CBAN52,CBAN52,BORDEAUX INFRA
CBAN72,CBAN72,CBAN72,BORDEAUX INFRA
CBAN72,CBAN72,CBAN72,MANACA INFRA FIRF
CBAN52,CBAN52,CBAN52,MANACA INFRA FIRF
CBAN72,CBAN72,CBAN72,TOPAZIO INFRA
CBAN12,CBAN12,CBAN12,TOPAZIO INFRA
CERT11,CERT11,CERT11,BH FIRF INFRA
CERT11,CERT11,CERT11,BORDEAUX INFRA
CERT11,CERT11,CERT11,MANACA INFRA FIRF
CERT11,CERT11,CERT11,TOPAZIO INFRA
CART13,CART13,CART13,BH FIRF INFRA
IVIAA0,IVIAA0,IVIAA0,BH FIRF INFRA
PASS12,PASS12,PASS12,FIRF GERAES
PASS12,PASS12,PASS12,FIRF GERAES 30
PASS12,PASS12,PASS12,HORIZONTE
PASS12,PASS12,PASS12,MANACA INFRA FIRF
CSNAA2,CSNAA2,CSNAA2,FIRF GERAES
CSNAA2,CSNAA2,CSNAA2,FIRF GERAES 30
CSNAA2,CSNAA2,CSNAA2,HORIZONTE
CSNAA1,CSNAA1,CSNAA1,HORIZONTE
VTII12,VTII12,VTII12,BH FIRF INFRA
VTII12,VTII12,VTII12,BORDEAUX INFRA
VTII12,VTII12,VTII12,HORIZONTE
VTII12,VTII12,VTII12,TOPAZIO INFRA
CRCG12,CRCG12,CRCG12,BH FIRF INFRA
CRCG12,CRCG12,CRCG12,FIRF GERAES
CRCG12,CRCG12,CRCG12,FIRF GERAES 30
CRCG12,CRCG12,CRCG12,MANACA INFRA FIRF
RSAN26,RSAN26,RSAN26,BH FIRF INFRA
PALFB3,PALFB3,PALFB3,BH FIRF INFRA
PALFB3,PALFB3,PALFB3,MANACA INFRA FIRF
CHSF13,CHSF13,CHSF13,BH FIRF INFRA
CHSF13,CHSF13,CHSF13,BORDEAUX INFRA
CHSF12,CHSF12,CHSF12,FIRF GERAES
CHSF12,CHSF12,CHSF12,FIRF GERAES 30
CHSF13,CHSF13,CHSF13,MANACA INFRA FIRF
CHSF13,CHSF13,CHSF13,TOPAZIO INFRA
COCE18,COCE18,COCE18,BH FIRF INFRA
COCE18,COCE18,COCE18,BORDEAUX INFRA
COCE18,COCE18,COCE18,MANACA INFRA FIRF
COCE18,COCE18,COCE18,TOPAZIO INFRA
MTRO12,MTRO12,MTRO12,HORIZONTE
CAEC22,CAEC22,CAEC22,FIRF GERAES
CAEC22,CAEC22,CAEC22,FIRF GERAES 30
CAEC22,CAEC22,CAEC22,HORIZONTE
CAEC12,CAEC12,CAEC12,TOPAZIO INFRA
CBRDA8,CBRDA8,CBRDA8,BH FIRF INFRA
CBRDB8,CBRDB8,CBRDB8,BH FIRF INFRA
CBRDA8,CBRDA8,CBRDA8,BORDEAUX INFRA
CBRDA8,CBRDA8,CBRDA8,FIRF GERAES
CBRDB8,CBRDB8,CBRDB8,FIRF GERAES
CBRDA8,CBRDA8,CBRDA8,FIRF GERAES 30
CBRDB8,CBRDB8,CBRDB8,FIRF GERAES 30
CBRDB8,CBRDB8,CBRDB8,HORIZONTE
CBRDA8,CBRDA8,CBRDA8,HORIZONTE
CBRDA8,CBRDA8,CBRDA8,MANACA INFRA FIRF
CBRDB8,CBRDB8,CBRDB8,MANACA INFRA FIRF
CBRDA8,CBRDA8,CBRDA8,TOPAZIO INFRA
COMR14,COMR14,COMR14,MANACA INFRA FIRF
BCPSA5,BCPSA5,BCPSA5,BH FIRF INFRA
BCPSA5,BCPSA5,BCPSA5,BORDEAUX INFRA
BCPSA5,BCPSA5,BCPSA5,MANACA INFRA FIRF
BCPSA5,BCPSA5,BCPSA5,TOPAZIO INFRA
SBSPE3,SBSPE3,SBSPE3,BH FIRF INFRA
CEDO13,CEDO13,CEDO13,HORIZONTE
CSMGB9,CSMGB9,CSMGB9,BH FIRF INFRA
CEEBC3,CEEBC3,CEEBC3,AF DEB INCENTIVADAS
CEEBC3,CEEBC3,CEEBC3,BH FIRF INFRA
AALR13,AALR13,AALR13,BH FIRF INFRA
AALR13,AALR13,AALR13,BORDEAUX INFRA
AALR13,AALR13,AALR13,FIRF GERAES
AALR13,AALR13,AALR13,FIRF GERAES 30
AALR13,AALR13,AALR13,HORIZONTE
AALR13,AALR13,AALR13,TOPAZIO INFRA
ELET14,ELET14,ELET14,BORDEAUX INFRA
ELET14,ELET14,ELET14,MANACA INFRA FIRF
ELET14,ELET14,ELET14,TOPAZIO INFRA
CMGDB0,CMGDB0,CMGDB0,BH FIRF INFRA
CMGDB0,CMGDB0,CMGDB0,BORDEAUX INFRA
CMGDB0,CMGDB0,CMGDB0,MANACA INFRA FIRF
CMGDB0,CMGDB0,CMGDB0,TOPAZIO INFRA
CLCD18,CLCD18,CLCD18,BH FIRF INFRA
CLCD27,CLCD27,CLCD27,BH FIRF INFRA
CLCD18,CLCD18,CLCD18,HORIZONTE
CLCD27,CLCD27,CLCD27,TOPAZIO INFRA
BRKP28,BRKP28,BRKP28,BH FIRF INFRA
BRKPA0,BRKPA0,BRKPA0,BH FIRF INFRA
BRKP28,BRKP28,BRKP28,BORDEAUX INFRA
BRKPA0,BRKPA0,BRKPA0,FIRF GERAES
BRKPA2,BRKPA2,BRKPA2,FIRF GERAES
BRKPA0,BRKPA0,BRKPA0,FIRF GERAES 30
BRKPA2,BRKPA2,BRKPA2,FIRF GERAES 30
BRKPA0,BRKPA0,BRKPA0,HORIZONTE
BRKPA2,BRKPA2,BRKPA2,HORIZONTE
BRKP28,BRKP28,BRKP28,MANACA INFRA FIRF
RMSA12,RMSA12,RMSA12,BH FIRF INFRA
RMSA12,RMSA12,RMSA12,BORDEAUX INFRA
RMSA12,RMSA12,RMSA12,MANACA INFRA FIRF
RMSA12,RMSA12,RMSA12,TOPAZIO INFRA
BRFS31,BRFS31,BRFS31,FIRF GERAES
BRFS31,BRFS31,BRFS31,FIRF GERAES 30
BRFS31,BRFS31,BRFS31,HORIZONTE
BRKMA6,BRKMA6,BRKMA6,BH FIRF INFRA
BRKMA6,BRKMA6,BRKMA6,FIRF GERAES
BRKMA6,BRKMA6,BRKMA6,FIRF GERAES 30
BRKMB6,BRKMB6,BRKMB6,FIRF GERAES 30
BRKMA6,BRKMA6,BRKMA6,HORIZONTE
BRKMB8,BRKMB8,BRKMB8,HORIZONTE
BRKMB6,BRKMB6,BRKMB6,HORIZONTE
BRKMB6,BRKMB6,BRKMB6,MANACA INFRA FIRF
TEPA12,TEPA12,TEPA12,BH FIRF INFRA
BHSA11,BHSA11,BHSA11,BH FIRF INFRA
BHSA11,BHSA11,BHSA11,BORDEAUX INFRA
PLSB1A,PLSB1A,PLSB1A,BH FIRF INFRA
PLSB1A,PLSB1A,PLSB1A,BORDEAUX INFRA
PLSB1A,PLSB1A,PLSB1A,TOPAZIO INFRA
ACRC21,ACRC21,ACRC21,BH FIRF INFRA
ARTR19,ARTR19,ARTR19,AF DEB INCENTIVADAS
ARTR19,ARTR19,ARTR19,MANACA INFRA FIRF
AMERF2,AMERF2,AMERF2,BH FIRF INFRA
AMERF2,AMERF2,AMERF2,BORDEAUX INFRA
AMERF2,AMERF2,AMERF2,FIRF GERAES
AMERF2,AMERF2,AMERF2,FIRF GERAES 30
AMERG2,AMERG2,AMERG2,GLOBAL BONDS
AMERG2,AMERG2,AMERG2,HORIZONTE
AMERF2,AMERF2,AMERF2,HORIZONTE
ANET12,ANET12,ANET12,BH FIRF INFRA
ANET11,ANET11,ANET11,BH FIRF INFRA
ANET12,ANET12,ANET12,BORDEAUX INFRA
ANET12,ANET12,ANET12,MANACA INFRA FIRF
ANET12,ANET12,ANET12,TOPAZIO INFRA
ALGAB1,ALGAB1,ALGAB1,BH FIRF INFRA
ALGA28,ALGA28,ALGA28,BH FIRF INFRA
ALGAB1,ALGAB1,ALGAB1,BORDEAUX INFRA
ALGAB1,ALGAB1,ALGAB1,MANACA INFRA FIRF
ALGAB1,ALGAB1,ALGAB1,TOPAZIO INFRA
RIS424,RIS424,RIS424,BH FIRF INFRA
RIS422,RIS422,RIS422,BH FIRF INFRA
GSTS24,GSTS24,GSTS24,BH FIRF INFRA
GSTS14,GSTS14,GSTS14,BORDEAUX INFRA
GSTS14,GSTS14,GSTS14,MANACA INFRA FIRF
GSTS14,GSTS14,GSTS14,TOPAZIO INFRA
AGSF13,AGSF13,AGSF13,HORIZONTE
TIET19,TIET19,TIET19,BH FIRF INFRA
AESOA1,AESOA1,AESOA1,BH FIRF INFRA
TIET29,TIET29,TIET29,BH FIRF INFRA
AESOA1,AESOA1,AESOA1,BORDEAUX INFRA
TIET29,TIET29,TIET29,BORDEAUX INFRA
TIET19,TIET19,TIET19,HORIZONTE
AESOA1,AESOA1,AESOA1,MANACA INFRA FIRF
TIET29,TIET29,TIET29,MANACA INFRA FIRF
AESOA1,AESOA1,AESOA1,TOPAZIO INFRA
TIET29,TIET29,TIET29,TOPAZIO INFRA
AERI12,AERI12,AERI12,BH FIRF INFRA
AERI12,AERI12,AERI12,BORDEAUX INFRA
AERI12,AERI12,AERI12,FIRF GERAES
AERI12,AERI12,AERI12,FIRF GERAES 30
AERI12,AERI12,AERI12,TOPAZIO INFRA
AEGPA0,AEGPA0,AEGPA0,BH FIRF INFRA
AEGPA0,AEGPA0,AEGPA0,BORDEAUX INFRA
AEGP19,AEGP19,AEGP19,FIRF GERAES
AEGP19,AEGP19,AEGP19,FIRF GERAES 30
RRRP14,RRRP14,RRRP14,BH FIRF INFRA
RRRP14,RRRP14,RRRP14,FIRF GERAES
RRRP14,RRRP14,RRRP14,FIRF GERAES 30
CRI VIC Engenharia,CRIVICENGENHARIA,CRIVICENGENHARIA,BH FIRF INFRA
CRI VIC Engenharia,CRIVICENGENHARIA,CRIVICENGENHARIA,HORIZONTE
CRI VIC Engenharia,CRIVICENGENHARIA,CRIVICENGENHARIA,MANACA INFRA FIRF
CRI Vic Engenharia 1ª Emissão,,,BH FIRF INFRA
CRI PERNAMBUCO 35ª (23J1753853),,,BH FIRF INFRA
CRI Vic Engenharia 1ª Emissão,,,BORDEAUX INFRA
CRI Vic Engenharia 1ª Emissão,,,HORIZONTE
CRI PERNAMBUCO 35ª (23J1753853),,,HORIZONTE
CRI Bem Brasil,CRIBEMBRASIL,CRIBEMBRASIL,BH FIRF INFRA
CRA Ferroeste 2ª Série,CRAFERROESTE2ASERIE,CRAFERROESTE2ASERIE,BH FIRF INFRA
CRA Ferroeste 2ª Série,CRAFERROESTE2ASERIE,CRAFERROESTE2ASERIE,FIRF GERAES
CRA Ferroeste 2ª Série,CRAFERROESTE2ASERIE,CRAFERROESTE2ASERIE,FIRF GERAES 30
CRA Ferroeste 2ª Série,CRAFERROESTE2ASERIE,CRAFERROESTE2ASERIE,HORIZONTE
USG98239AB55,USG98239AB55,USG98239AB55,GLOBAL BONDS
VAMOBZ00001,VAMOBZ00001,VAMOBZ00001,GLOBAL BONDS
VAMOBZ00001,VAMOBZ00001,VAMOBZ00001,HORIZONTE
CORURI27,CORURI27,CORURI27,HORIZONTE
Unigel nota dinheiro novo,,,GLOBAL BONDS
Unigel nota reestruturada,,,GLOBAL BONDS
Unigel nota participativa,,,GLOBAL BONDS
Unigel nota dinheiro novo,,,HORIZONTE
Unigel nota reestruturada,,,HORIZONTE
Unigel nota participativa,,,HORIZONTE
TUPY31,TUPY31,TUPY31,GLOBAL BONDS
SIMHBZ31,SIMHBZ31,SIMHBZ31,GLOBAL BONDS
NATURA29,NATURA29,NATURA29,HORIZONTE
USL65266AC91,USL65266AC91,USL65266AC91,GLOBAL BONDS
MOVIBZ00001,MOVIBZ00001,MOVIBZ00001,HORIZONTE
USP8T88JAA61,USP8T88JAA61,USP8T88JAA61,GLOBAL BONDS
USG588,USG588,USG588,HORIZONTE
IOCMXW28,IOCMXW28,IOCMXW28,GLOBAL BONDS
ECOPET43,ECOPET43,ECOPET43,GLOBAL BONDS
CSANBZ PERP,CSANBZPERP,CSANBZPERP,GLOBAL BONDS
CSANBZ PERP,CSANBZPERP,CSANBZPERP,HORIZONTE
BANORT 7 ⅝ PERP,BANORT758PERP,BANORT758PERP,GLOBAL BONDS
BCOLO27,BCOLO27,BCOLO27,GLOBAL BONDS
760199,760199,760199,ALFA HORIZON FIA
760199,760199,760199,BBRASIL FIM CP RESP
950199,950199,950199,FIA MINAS
760199,760199,760199,FIRF GERAES 30
100000,100000,100000,HORIZONTE
210100,210100,210100,MANACA INFRA FIRF
950199,950199,950199,MINAS O.N.E. FIA
760199,760199,760199,ROMEU FC FIM CP IE
950199,950199,950199,BH FIRF INFRA
950199,950199,950199,BORDEAUX INFRA
950199,950199,950199,FIRF GERAES
950199,950199,950199,TOPAZIO INFRA
210100,210100,210100,AF DEB INCENTIVADAS
210100,210100,210100,MINAS DIVIDENDOS
CDB3253PPYA,CDB3253PPYA,CDB3253PPYA,BH FIRF INFRA
CDB3253PPYA,CDB3253PPYA,CDB3253PPYA,FIRF GERAES
CDB1256KW68,CDB1256KW68,CDB1256KW68,FIRF GERAES
CDB1256KW6A,CDB1256KW6A,CDB1256KW6A,FIRF GERAES 30
CDB3253PPYA,CDB3253PPYA,CDB3253PPYA,FIRF GERAES 30
CDB1256KW65,CDB1256KW65,CDB1256KW65,MANACA INFRA FIRF
CDB3253PPYA,CDB3253PPYA,CDB3253PPYA,MANACA INFRA FIRF
CDB725A9XNR,CDB725A9XN,CDB725A9XN,BMG SEG
CDB725A9XNR,CDB725A9XN,CDB725A9XN,FIRF GERAES
CDB725A9XNR,CDB725A9XN,CDB725A9XN,FIRF GERAES 30
CDB7254AIF6,CDB7254AIF6,CDB7254AIF6,FIRF GERAES
CDB7254AIF6,CDB7254AIF6,CDB7254AIF6,FIRF GERAES 30
CDB7254AIF6,CDB7254AIF6,CDB7254AIF6,HORIZONTE
CDB9258SUWD,CDB9258SUWD,CDB9258SUWD,FIRF GERAES
CDB9258SUWD,CDB9258SUWD,CDB9258SUWD,FIRF GERAES 30
CDB424EERW3,CDB424EERW,CDB424EERW,BBRASIL FIM CP RESP
CDB925CDN0L,CDB925CDN0,CDB925CDN0,BBRASIL FIM CP RESP
CDB725BEF4D,CDB725BEF4,CDB725BEF4,BMG SEG
CDB725BEF4B,CDB725BEF4,CDB725BEF4,FIRF GERAES
CDB725BEF4E,CDB725BEF4,CDB725BEF4,FIRF GERAES 30
CDB725BEF4C,CDB725BEF4,CDB725BEF4,HORIZONTE
CDB7257QUDI,CDB7257QUDI,CDB7257QUDI,BMG SEG
CDB7257QUDG,CDB7257QUDG,CDB7257QUDG,FIRF GERAES
CDB7257QUDH,CDB7257QUDH,CDB7257QUDH,FIRF GERAES 30
CDB3239C4TL,CDB3239C4TL,CDB3239C4TL,BBRASIL FIM CP RESP
CDB3251WXH0,CDB3251WXH0,CDB3251WXH0,BH FIRF INFRA
CDB3251WXH0,CDB3251WXH0,CDB3251WXH0,FIRF GERAES
CDB3251WXH0,CDB3251WXH0,CDB3251WXH0,FIRF GERAES 30
CDB3251WXH0,CDB3251WXH0,CDB3251WXH0,TOPAZIO INFRA
CAIXA,,,AF DEB INCENTIVADAS
CAIXA,,,ALFA HORIZON FIA
CAIXA,,,BBRASIL FIM CP RESP
CAIXA,,,BH FIRF INFRA
CAIXA,,,BMG SEG
CAIXA,,,BORDEAUX INFRA
CAIXA,,,FIA MINAS
CAIXA,,,FIRF GERAES
CAIXA,,,FIRF GERAES 30
CAIXA,,,GLOBAL BONDS
CAIXA,,,HORIZONTE
CAIXA,,,MANACA INFRA FIRF
CAIXA,,,MINAS DIVIDENDOS
CAIXA,,,MINAS O.N.E. FIA
CAIXA,,,ROMEU FC FIM CP IE
CAIXA,,,TOPAZIO INFRA
YDUQ3,,,ALFA HORIZON FIA
YDUQ3,,,FIA MINAS
YDUQ3,,,MINAS O.N.E. FIA
VTRU3,,,ALFA HORIZON FIA
VTRU3,,,FIA MINAS
VAMO3,,,ALFA HORIZON FIA
VAMO3,,,FIA MINAS
SUZB3,,,ALFA HORIZON FIA
SUZB3,,,FIA MINAS
SIMH3,,,FIA MINAS
PRIO3,,,ALFA HORIZON FIA
PETR4,,,MINAS DIVIDENDOS
MOVI3,,,ALFA HORIZON FIA
MOVI3,,,FIA MINAS
MOVI3,,,MINAS O.N.E. FIA
MELK3,,,FIA MINAS
MELK3,,,MINAS DIVIDENDOS
AMER3,,,GLOBAL BONDS
AMER3,,,HORIZONTE
LOGG3,,,ALFA HORIZON FIA
LOGG3,,,FIA MINAS
LOGG3,,,MINAS DIVIDENDOS
KLBN11,KLBN11,KLBN11,ALFA HORIZON FIA
KLBN11,KLBN11,KLBN11,MINAS DIVIDENDOS
ITSA4,,,ALFA HORIZON FIA
ITSA4,,,MINAS DIVIDENDOS
LQD US,,,HORIZONTE
GOLD11,GOLD11,GOLD11,HORIZONTE
BMEF11,BMEF11,BMEF11,GLOBAL BONDS
BBAS3,,,MINAS DIVIDENDOS
ABCB4,,,ALFA HORIZON FIA
ABCB4,,,MINAS DIVIDENDOS
ANIM3,,,ALFA HORIZON FIA
ANIM3,,,FIA MINAS
AMER11,AMER11,AMER11,GLOBAL BONDS
AMER11,AMER11,AMER11,HORIZONTE
ALOS3,,,MINAS DIVIDENDOS
TIP US,,,GLOBAL BONDS
TLT US,,,GLOBAL BONDS
US8605701189,US8605701189,US8605701189,GLOBAL BONDS
TIP US,,,HORIZONTE
US8605701189,US8605701189,US8605701189,HORIZONTE
